[2026-08-10T13:17:16.874Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.852Z] COMPANY: "Mazagon Dock Shipbuilders Limited" | QUERIES: ["Mazagon Dock Shipbuilders Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.855Z] COMPANY: "Madhya Bharat Agro Products Limited" | QUERIES: ["Madhya Bharat Agro Products Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.856Z] COMPANY: "M & B Engineering Limited" | QUERIES: ["M & B Engineering Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.861Z] COMPANY: "MBL Infrastructure Limited" | QUERIES: ["MBL Infrastructure Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.861Z] COMPANY: "Mac Charles India Limited" | QUERIES: ["Mac Charles India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.862Z] COMPANY: "M TEK COPPER LIMITED" | QUERIES: ["M TEK COPPER LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.868Z] COMPANY: "Mcleod Russel India Limited" | QUERIES: ["Mcleod Russel India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.871Z] COMPANY: "Magellanic Cloud Limited" | QUERIES: ["Magellanic Cloud Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.875Z] COMPANY: "Multi Commodity Exchange of India Limited" | QUERIES: ["Multi Commodity Exchange of India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.878Z] COMPANY: "Global Health Limited" | QUERIES: ["Global Health Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.879Z] COMPANY: "Medi Assist Healthcare Services Limited" | QUERIES: ["Medi Assist Healthcare Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.881Z] COMPANY: "Medicamen Biotech Limited" | QUERIES: ["Medicamen Biotech Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.882Z] COMPANY: "Medico Remedies Limited" | QUERIES: ["Medico Remedies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.885Z] COMPANY: "Medplus Health Services Limited" | QUERIES: ["Medplus Health Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.886Z] COMPANY: "Meesho Limited" | QUERIES: ["Meesho Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.887Z] COMPANY: "Megastar Foods Limited" | QUERIES: ["Megastar Foods Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.888Z] COMPANY: "Mangal Electrical Industries Limited" | QUERIES: ["Mangal Electrical Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.889Z] COMPANY: "Menon Pistons Limited" | QUERIES: ["Menon Pistons Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.892Z] COMPANY: "Menon Bearings Limited" | QUERIES: ["Menon Bearings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.893Z] COMPANY: "MEP Infrastructure Developers Limited" | QUERIES: ["MEP Infrastructure Developers Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.894Z] COMPANY: "Mercantile Ventures Limited" | QUERIES: ["Mercantile Ventures Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.897Z] COMPANY: "Mercury Ev-Tech Limited" | QUERIES: ["Mercury Ev-Tech Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.900Z] COMPANY: "Metro Brands Limited" | QUERIES: ["Metro Brands Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.902Z] COMPANY: "Metroglobal Limited" | QUERIES: ["Metroglobal Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.903Z] COMPANY: "Metropolis Healthcare Limited" | QUERIES: ["Metropolis Healthcare Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.904Z] COMPANY: "Mahalaxmi Fabric Mills Limited" | QUERIES: ["Mahalaxmi Fabric Mills Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.905Z] COMPANY: "Max Financial Services Limited" | QUERIES: ["Max Financial Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.907Z] COMPANY: "Mangalam Global Enterprise Limited" | QUERIES: ["Mangalam Global Enterprise Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.910Z] COMPANY: "Mahanagar Gas Limited" | QUERIES: ["Mahanagar Gas Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.913Z] COMPANY: "Mahalaxmi Rubtech Limited" | QUERIES: ["Mahalaxmi Rubtech Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.915Z] COMPANY: "Mahindra Holidays & Resorts India Limited" | QUERIES: ["Mahindra Holidays & Resorts India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.917Z] COMPANY: "MIC Electronics Limited" | QUERIES: ["MIC Electronics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.918Z] COMPANY: "Mishra Dhatu Nigam Limited" | QUERIES: ["Mishra Dhatu Nigam Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.919Z] COMPANY: "Midwest Limited" | QUERIES: ["Midwest Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.921Z] COMPANY: "Minda Corporation Limited" | QUERIES: ["Minda Corporation Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.922Z] COMPANY: "Mindteck (India) Limited" | QUERIES: ["Mindteck (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.926Z] COMPANY: "Mirza International Limited" | QUERIES: ["Mirza International Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.927Z] COMPANY: "MITCON Consultancy & Engineering Services Limited" | QUERIES: ["MITCON Consultancy & Engineering Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.928Z] COMPANY: "Mittal Life Style Limited" | QUERIES: ["Mittal Life Style Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.929Z] COMPANY: "M K Proteins Limited" | QUERIES: ["M K Proteins Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.930Z] COMPANY: "MM Forgings Limited" | QUERIES: ["MM Forgings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.931Z] COMPANY: "MMP Industries Limited" | QUERIES: ["MMP Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.932Z] COMPANY: "MMTC Limited" | QUERIES: ["MMTC Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.933Z] COMPANY: "Media Matrix Worldwide Limited" | QUERIES: ["Media Matrix Worldwide Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.935Z] COMPANY: "One Mobikwik Systems Limited" | QUERIES: ["One Mobikwik Systems Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.937Z] COMPANY: "Modi Naturals Limited" | QUERIES: ["Modi Naturals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.939Z] COMPANY: "Modi Rubber Limited" | QUERIES: ["Modi Rubber Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.941Z] COMPANY: "Modis Navnirman Limited" | QUERIES: ["Modis Navnirman Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.942Z] COMPANY: "MODISON LIMITED" | QUERIES: ["MODISON LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.943Z] COMPANY: "Modern Threads (India) Limited" | QUERIES: ["Modern Threads (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.944Z] COMPANY: "Mohit Industries Limited" | QUERIES: ["Mohit Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.946Z] COMPANY: "MOIL Limited" | QUERIES: ["MOIL Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.947Z] COMPANY: "Moksh Ornaments Limited" | QUERIES: ["Moksh Ornaments Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.948Z] COMPANY: "Meghmani Organics Limited" | QUERIES: ["Meghmani Organics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.948Z] COMPANY: "Mold-Tek Technologies Limited" | QUERIES: ["Mold-Tek Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.949Z] COMPANY: "Mold-Tek Packaging Limited" | QUERIES: ["Mold-Tek Packaging Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.950Z] COMPANY: "Monarch Networth Capital Limited" | QUERIES: ["Monarch Networth Capital Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.953Z] COMPANY: "Moneyboxx Finance Limited" | QUERIES: ["Moneyboxx Finance Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.954Z] COMPANY: "Monte Carlo Fashions Limited" | QUERIES: ["Monte Carlo Fashions Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.955Z] COMPANY: "Morepen Laboratories Limited" | QUERIES: ["Morepen Laboratories Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.956Z] COMPANY: "Moschip Technologies Limited" | QUERIES: ["Moschip Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.957Z] COMPANY: "Samvardhana Motherson International Limited" | QUERIES: ["Samvardhana Motherson International Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.958Z] COMPANY: "Motilal Oswal Financial Services Limited" | QUERIES: ["Motilal Oswal Financial Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.959Z] COMPANY: "Motisons Jewellers Limited" | QUERIES: ["Motisons Jewellers Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.962Z] COMPANY: "The Motor & General Finance Limited" | QUERIES: ["The Motor & General Finance Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.963Z] COMPANY: "MphasiS Limited" | QUERIES: ["MphasiS Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.964Z] COMPANY: "MPS Limited" | QUERIES: ["MPS Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.966Z] COMPANY: "MRF Limited" | QUERIES: ["MRF Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.970Z] COMPANY: "Mangalore Refinery and Petrochemicals Limited" | QUERIES: ["Mangalore Refinery and Petrochemicals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.973Z] COMPANY: "MSP Steel & Power Limited" | QUERIES: ["MSP Steel & Power Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.976Z] COMPANY: "Mstc Limited" | QUERIES: ["Mstc Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.978Z] COMPANY: "Motherson Sumi Wiring India Limited" | QUERIES: ["Motherson Sumi Wiring India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.979Z] COMPANY: "Mtar Technologies Limited" | QUERIES: ["Mtar Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.981Z] COMPANY: "MT Educare Limited" | QUERIES: ["MT Educare Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.985Z] COMPANY: "Mahanagar Telephone Nigam Limited" | QUERIES: ["Mahanagar Telephone Nigam Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.986Z] COMPANY: "Mufin Green Finance Limited" | QUERIES: ["Mufin Green Finance Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.987Z] COMPANY: "Credo Brands Marketing Limited" | QUERIES: ["Credo Brands Marketing Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.989Z] COMPANY: "Mukand Limited" | QUERIES: ["Mukand Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.993Z] COMPANY: "Mukka Proteins Limited" | QUERIES: ["Mukka Proteins Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.996Z] COMPANY: "Mukta Arts Limited" | QUERIES: ["Mukta Arts Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.997Z] COMPANY: "Munjal Auto Industries Limited" | QUERIES: ["Munjal Auto Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.998Z] COMPANY: "Munjal Showa Limited" | QUERIES: ["Munjal Showa Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:20.999Z] COMPANY: "Murudeshwar Ceramics Limited" | QUERIES: ["Murudeshwar Ceramics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.003Z] COMPANY: "Muthoot Capital Services Limited" | QUERIES: ["Muthoot Capital Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.006Z] COMPANY: "Muthoot Finance Limited" | QUERIES: ["Muthoot Finance Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.008Z] COMPANY: "Muthoot Microfin Limited" | QUERIES: ["Muthoot Microfin Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.009Z] COMPANY: "Manoj Vaibhav Gems N Jewellers Limited" | QUERIES: ["Manoj Vaibhav Gems N Jewellers Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.010Z] COMPANY: "Mangalam Worldwide Limited" | QUERIES: ["Mangalam Worldwide Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.011Z] COMPANY: "NACL Industries Limited" | QUERIES: ["NACL Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.015Z] COMPANY: "Nagreeka Capital & Infrastructure Limited" | QUERIES: ["Nagreeka Capital & Infrastructure Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.018Z] COMPANY: "Nagreeka Exports Limited" | QUERIES: ["Nagreeka Exports Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.021Z] COMPANY: "Nahar Capital and Financial Services Limited" | QUERIES: ["Nahar Capital and Financial Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.023Z] COMPANY: "Nahar Industrial Enterprises Limited" | QUERIES: ["Nahar Industrial Enterprises Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.025Z] COMPANY: "Nahar Poly Films Limited" | QUERIES: ["Nahar Poly Films Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.027Z] COMPANY: "Nahar Spinning Mills Limited" | QUERIES: ["Nahar Spinning Mills Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.027Z] COMPANY: "Nippon Life India Asset Management Limited" | QUERIES: ["Nippon Life India Asset Management Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.028Z] COMPANY: "Narmada Agrobase Limited" | QUERIES: ["Narmada Agrobase Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.031Z] COMPANY: "Natural Capsules Limited" | QUERIES: ["Natural Capsules Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.035Z] COMPANY: "Natco Pharma Limited" | QUERIES: ["Natco Pharma Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.037Z] COMPANY: "Nath Bio-Genes (India) Limited" | QUERIES: ["Nath Bio-Genes (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.038Z] COMPANY: "National Aluminium Company Limited" | QUERIES: ["National Aluminium Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.041Z] COMPANY: "National Standard (India) Limited" | QUERIES: ["National Standard (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.042Z] COMPANY: "Info Edge (India) Limited" | QUERIES: ["Info Edge (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.043Z] COMPANY: "NAVA LIMITED" | QUERIES: ["NAVA LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.045Z] COMPANY: "Navin Fluorine International Limited" | QUERIES: ["Navin Fluorine International Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.047Z] COMPANY: "Navkar Corporation Limited" | QUERIES: ["Navkar Corporation Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.049Z] COMPANY: "Navkar Urbanstructure Limited" | QUERIES: ["Navkar Urbanstructure Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.051Z] COMPANY: "Navneet Education Limited" | QUERIES: ["Navneet Education Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.052Z] COMPANY: "Nazara Technologies Limited" | QUERIES: ["Nazara Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.053Z] COMPANY: "NBCC (India) Limited" | QUERIES: ["NBCC (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:21.055Z] COMPANY: "N. B. I. Industrial Finance Company Limited" | QUERIES: ["N. B. I. Industrial Finance Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
